State	Year-Quarter	Average Price	Median Price
VT	2004.50	217596	187791
VT	2004.75	221545	190667
VT	2005.00	228149	195323
VT	2005.25	240219	205764
VT	2005.50	243639	208519
VT	2005.75	245345	209833
VT	2006.00	242865	207744
VT	2006.25	255893	218541
VT	2006.50	256463	218994
VT	2006.75	261436	223187
VT	2007.00	254895	218494
VT	2007.25	263102	225322
VT	2007.50	258823	222209
VT	2007.75	252247	216487
VT	2008.00	259081	222516
VT	2008.25	250140	215486
VT	2008.50	249007	214420
VT	2008.75	243527	210058
VT	2009.00	243838	208819
VT	2009.25	254222	217763
VT	2009.50	247582	212515
VT	2009.75	235829	202698
VT	2010.00	236358	203483
VT	2010.25	236773	203970
WA	2000.00	185389	161790
WA	2000.25	190082	165395
WA	2000.50	192410	166980
WA	2000.75	192631	166911
WA	2001.00	195309	169123
WA	2001.25	199110	172276
WA	2001.50	202090	174773
WA	2001.75	203055	175404
WA	2002.00	204764	176968
WA	2002.25	210240	181776
WA	2002.50	211975	183364
WA	2002.75	213300	184716
WA	2003.00	215463	186610
WA	2003.25	221294	191760
WA	2003.50	225675	195829
WA	2003.75	228353	198221
WA	2004.00	231798	201462
WA	2004.25	241525	210049
WA	2004.50	248995	216796
WA	2004.75	255440	222737
WA	2005.00	263427	229978
WA	2005.25	277936	243015
WA	2005.50	291073	254949
WA	2005.75	299618	262573
WA	2006.00	310906	272296
WA	2006.25	323746	283320
WA	2006.50	332415	290725
WA	2006.75	336486	294182
WA	2007.00	340606	297596
WA	2007.25	347730	303473
WA	2007.50	346357	302076
WA	2007.75	339120	295565
WA	2008.00	331246	288711
WA	2008.25	330130	287625
WA	2008.50	321082	279613
WA	2008.75	301810	262902
WA	2009.00	289518	251950
WA	2009.25	288691	251509
WA	2009.50	289541	252341
WA	2009.75	284796	248341
WA	2010.00	278485	242989
WA	2010.25	284782	248555
WI	2000.00	127765	114096
WI	2000.25	131572	117380
WI	2000.50	133856	119382
WI	2000.75	134526	119824
WI	2001.00	136214	121275
WI	2001.25	139584	124239
WI	2001.50	142041	126316
WI	2001.75	143307	127217
WI	2002.00	144608	128245
WI	2002.25	147952	131189
WI	2002.50	151236	133896
WI	2002.75	152730	134965
WI	2003.00	154663	136492
WI	2003.25	158288	139655
WI	2003.50	161798	142591
WI	2003.75	163655	144203
WI	2004.00	164388	144775
WI	2004.25	168616	148567
WI	2004.50	172653	152252
WI	2004.75	174957	154185
WI	2005.00	175513	154765
WI	2005.25	180861	159459
WI	2005.50	184167	162226
WI	2005.75	185261	163120
WI	2006.00	186587	163973
WI	2006.25	189969	166814
WI	2006.50	190962	167601
WI	2006.75	189356	166230
WI	2007.00	188068	165077
WI	2007.25	191519	167942
WI	2007.50	190332	166924
WI	2007.75	186856	163875
WI	2008.00	185905	162744
WI	2008.25	185586	162436
WI	2008.50	183921	160977
WI	2008.75	178827	156237
WI	2009.00	177166	154199
WI	2009.25	180561	156791
WI	2009.50	179658	155895
WI	2009.75	178500	154602
WI	2010.00	173526	150131
WI	2010.25	177864	153935
WV	2000.00	82377	67531
WV	2000.25	86348	70674
WV	2000.50	85596	70029
WV	2000.75	85719	70094
WV	2001.00	87352	72029
WV	2001.25	89008	73428
WV	2001.50	91393	75295
WV	2001.75	92227	75910
WV	2002.00	91842	75605
WV	2002.25	96273	79124
WV	2002.50	100687	82736
WV	2002.75	103310	84935
WV	2003.00	106293	87594
WV	2003.25	109807	90518
WV	2003.50	112307	92601
WV	2003.75	113154	93375
WV	2004.00	115592	95246
WV	2004.25	121079	99549
WV	2004.50	125125	103049
WV	2004.75	128191	105548
WV	2005.00	130711	107589
WV	2005.25	135848	111927
WV	2005.50	143128	118028
WV	2005.75	142173	117345
WV	2006.00	147133	121207
WV	2006.25	149163	122839
WV	2006.50	151575	124865
WV	2006.75	149008	122745
WV	2007.00	155142	127957
WV	2007.25	156664	129489
WV	2007.50	159141	131748
WV	2007.75	156063	129094
WV	2008.00	151812	125433
WV	2008.25	154781	128052
WV	2008.50	150295	124776
WV	2008.75	152350	126829
WV	2009.00	147257	123446
WV	2009.25	148040	124768
WV	2009.50	149506	126652
WV	2009.75	145544	123715
WV	2010.00	147858	126273
WV	2010.25	150706	129369
WY	2000.00	112031	95588
WY	2000.25	115862	98731
WY	2000.50	117103	99530
WY	2000.75	119616	101593
WY	2001.00	119782	101766
WY	2001.25	122438	104051
WY	2001.50	124933	105944
WY	2001.75	128856	109293
WY	2002.00	131018	111301
WY	2002.25	135519	115201
WY	2002.50	137793	117297
WY	2002.75	139155	118071
WY	2003.00	139842	118531
WY	2003.25	146879	124593
WY	2003.50	151506	128175
WY	2003.75	151919	128661
WY	2004.00	157326	133341
WY	2004.25	159578	135844
WY	2004.50	165066	140432
WY	2004.75	167468	142341
WY	2005.00	171831	146211
WY	2005.25	179258	152628
WY	2005.50	184571	157215
WY	2005.75	189300	160977
WY	2006.00	195554	166240
WY	2006.25	204529	173439
WY	2006.50	210083	178472
WY	2006.75	217073	183795
WY	2007.00	222704	188399
WY	2007.25	231264	195442
WY	2007.50	235421	198673
WY	2007.75	230159	195266
WY	2008.00	230908	196371
WY	2008.25	229474	195480
WY	2008.50	230797	197705
WY	2008.75	221221	190145
WY	2009.00	214481	184530
WY	2009.25	222368	191196
WY	2009.50	218367	188569
WY	2009.75	214820	185552
WY	2010.00	205535	178503
WY	2010.25	211127	183202
