survived,pclass,sex,age,sibsp,parch,fare,embarked
0,3rd,male,18,1,1,20.2124996,Southampton
0,3rd,female,41,0,2,20.2124996,Southampton
1,3rd,female,NA,0,0,8.05000019,Southampton
0,3rd,male,50,0,0,8.05000019,Southampton
0,3rd,male,16,0,0,8.05000019,Southampton
1,3rd,male,NA,0,0,7.75,Queenstown
0,3rd,male,NA,0,0,24.1499996,Queenstown
0,3rd,male,NA,0,0,7.22919989,Cherbourg
0,3rd,male,25,0,0,7.2249999,Cherbourg
0,3rd,male,NA,0,0,7.2249999,Cherbourg
0,3rd,male,NA,0,0,7.72919989,Queenstown
0,3rd,male,NA,0,0,7.57499981,Southampton
0,3rd,male,38.5,0,0,7.25,Southampton
0,3rd,male,NA,8,2,69.5500031,Southampton
0,3rd,male,14.5,8,2,69.5500031,Southampton
0,3rd,female,NA,8,2,69.5500031,Southampton
0,3rd,female,NA,8,2,69.5500031,Southampton
0,3rd,female,NA,8,2,69.5500031,Southampton
0,3rd,female,NA,8,2,69.5500031,Southampton
0,3rd,male,NA,8,2,69.5500031,Southampton
0,3rd,male,NA,8,2,69.5500031,Southampton
0,3rd,male,NA,8,2,69.5500031,Southampton
0,3rd,male,NA,1,9,69.5500031,Southampton
0,3rd,female,NA,1,9,69.5500031,Southampton
0,3rd,male,24,0,0,9.32499981,Southampton
1,3rd,female,21,0,0,7.6500001,Southampton
0,3rd,male,39,0,0,7.92500019,Southampton
0,3rd,male,NA,2,0,21.6791992,Cherbourg
0,3rd,male,NA,2,0,21.6791992,Cherbourg
0,3rd,male,NA,2,0,21.6791992,Cherbourg
1,3rd,female,1,1,1,16.7000008,Southampton
1,3rd,female,24,0,2,16.7000008,Southampton
1,3rd,female,4,1,1,16.7000008,Southampton
1,3rd,male,25,0,0,9.5,Southampton
0,3rd,male,20,0,0,8.05000019,Southampton
0,3rd,male,24.5,0,0,8.05000019,Southampton
0,3rd,male,NA,0,0,7.7249999,Queenstown
0,3rd,male,NA,0,0,7.89580011,Southampton
0,3rd,male,NA,0,0,7.75,Queenstown
1,3rd,male,29,0,0,9.5,Southampton
0,3rd,male,NA,0,0,15.1000004,Southampton
1,3rd,female,NA,0,0,7.77920008,Queenstown
0,3rd,male,NA,0,0,8.05000019,Southampton
0,3rd,male,NA,0,0,8.05000019,Southampton
0,3rd,male,22,0,0,7.22919989,Cherbourg
0,3rd,male,NA,0,0,8.05000019,Southampton
0,3rd,male,40,0,0,7.89580011,Southampton
0,3rd,male,21,0,0,7.92500019,Southampton
1,3rd,female,18,0,0,7.49580002,Southampton
0,3rd,male,4,3,2,27.8999996,Southampton
0,3rd,male,10,3,2,27.8999996,Southampton
0,3rd,female,9,3,2,27.8999996,Southampton
0,3rd,female,2,3,2,27.8999996,Southampton
0,3rd,male,40,1,4,27.8999996,Southampton
0,3rd,female,45,1,4,27.8999996,Southampton
0,3rd,male,NA,0,0,7.89580011,Southampton
0,3rd,male,NA,0,0,8.05000019,Southampton
0,3rd,male,NA,0,0,8.66250038,Southampton
0,3rd,male,NA,0,0,7.75,Queenstown
1,3rd,female,NA,0,0,7.73330021,Queenstown
0,3rd,male,19,0,0,7.6500001,Southampton
0,3rd,male,30,0,0,8.05000019,Southampton
0,3rd,male,NA,0,0,8.05000019,Southampton
0,3rd,male,32,0,0,8.05000019,Southampton
0,3rd,male,NA,0,0,7.89580011,Southampton
0,3rd,male,33,0,0,8.66250038,Cherbourg
1,3rd,female,23,0,0,7.55000019,Southampton
0,3rd,male,21,0,0,8.05000019,Southampton
0,3rd,male,60.5,0,0,NA,Southampton
0,3rd,male,19,0,0,7.89580011,Southampton
0,3rd,female,22,0,0,9.83749962,Southampton
1,3rd,male,31,0,0,7.92500019,Southampton
0,3rd,male,27,0,0,8.66250038,Southampton
0,3rd,female,2,0,1,10.4624996,Southampton
0,3rd,female,29,1,1,10.4624996,Southampton
1,3rd,male,16,0,0,8.05000019,Southampton
1,3rd,male,44,0,0,7.92500019,Southampton
0,3rd,male,25,0,0,7.05000019,Southampton
0,3rd,male,74,0,0,7.7750001,Southampton
1,3rd,male,14,0,0,9.22500038,Southampton
0,3rd,male,24,0,0,7.79580021,Southampton
1,3rd,male,25,0,0,7.79580021,Southampton
0,3rd,male,34,0,0,8.05000019,Southampton
1,3rd,male,0.416700006,0,1,8.51669979,Cherbourg
0,3rd,male,NA,1,0,6.4375,Cherbourg
0,3rd,male,NA,0,0,6.4375,Cherbourg
0,3rd,male,NA,0,0,7.2249999,Cherbourg
1,3rd,female,16,1,1,8.51669979,Cherbourg
0,3rd,male,NA,0,0,8.05000019,Southampton
0,3rd,male,NA,1,0,16.1000004,Southampton
1,3rd,female,NA,1,0,16.1000004,Southampton
0,3rd,male,32,0,0,7.92500019,Southampton
0,3rd,male,NA,0,0,7.75,Queenstown
0,3rd,male,NA,0,0,7.89580011,Southampton
0,3rd,male,30.5,0,0,8.05000019,Southampton
0,3rd,male,44,0,0,8.05000019,Southampton
0,3rd,male,NA,0,0,7.22919989,Cherbourg
1,3rd,male,25,0,0,0,Southampton
0,3rd,male,NA,0,0,7.22919989,Cherbourg
1,3rd,male,7,1,1,15.2458,Cherbourg
1,3rd,female,9,1,1,15.2458,Cherbourg
1,3rd,female,29,0,2,15.2458,Cherbourg
0,3rd,male,36,0,0,7.89580011,Southampton
1,3rd,female,18,0,0,9.8416996,Southampton
1,3rd,female,63,0,0,9.58749962,Southampton
0,3rd,male,NA,1,1,14.5,Southampton
0,3rd,male,11.5,1,1,14.5,Southampton
0,3rd,male,40.5,0,2,14.5,Southampton
0,3rd,female,10,0,2,24.1499996,Southampton
0,3rd,male,36,1,1,24.1499996,Southampton
0,3rd,female,30,1,1,24.1499996,Southampton
0,3rd,male,NA,0,0,9.5,Southampton
0,3rd,male,33,0,0,9.5,Southampton
0,3rd,male,28,0,0,9.5,Southampton
0,3rd,male,28,0,0,9.5,Southampton
0,3rd,male,47,0,0,9,Southampton
0,3rd,female,18,2,0,18,Southampton
0,3rd,male,31,3,0,18,Southampton
0,3rd,male,16,2,0,18,Southampton
0,3rd,female,31,1,0,18,Southampton
1,3rd,male,22,0,0,7.2249999,Cherbourg
0,3rd,male,20,0,0,7.85419989,Southampton
0,3rd,female,14,0,0,7.85419989,Southampton
0,3rd,male,22,0,0,7.89580011,Southampton
0,3rd,male,22,0,0,9,Southampton
0,3rd,male,NA,0,0,8.05000019,Southampton
0,3rd,male,NA,0,0,7.55000019,Southampton
0,3rd,male,NA,0,0,8.05000019,Southampton
0,3rd,male,32.5,0,0,9.5,Southampton
1,3rd,female,38,0,0,7.22919989,Cherbourg
0,3rd,male,51,0,0,7.75,Southampton
0,3rd,male,18,1,0,6.49580002,Southampton
0,3rd,male,21,1,0,6.49580002,Southampton
1,3rd,female,47,1,0,7,Southampton
0,3rd,male,NA,0,0,8.71249962,Southampton
0,3rd,male,NA,0,0,7.55000019,Southampton
0,3rd,male,NA,0,0,8.05000019,Southampton
0,3rd,male,28.5,0,0,16.1000004,Southampton
0,3rd,male,21,0,0,7.25,Southampton
0,3rd,male,27,0,0,8.66250038,Southampton
0,3rd,male,NA,0,0,7.25,Southampton
0,3rd,male,36,0,0,9.5,Southampton
0,3rd,male,27,1,0,14.4541998,Cherbourg
1,3rd,female,15,1,0,14.4541998,Cherbourg
0,3rd,male,45.5,0,0,7.2249999,Cherbourg
0,3rd,male,NA,0,0,7.2249999,Cherbourg
0,3rd,male,NA,0,0,14.4582996,Cherbourg
0,3rd,female,14.5,1,0,14.4541998,Cherbourg
0,3rd,female,NA,1,0,14.4541998,Cherbourg
0,3rd,male,26.5,0,0,7.2249999,Cherbourg
0,3rd,male,27,0,0,7.2249999,Cherbourg
0,3rd,male,29,0,0,7.875,Southampton
